trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
919,False,"{'a': 0.01, 'e': 0.0810091900000221}",25,18,12.264576167310413,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.01, 'e': 0.0800092000000221}",20,4,25.67709664681169,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.01, 'e': 0.07900921000002209}",30,14,25.3335738342773,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.01, 'e': 0.07800922000002208}",20,15,11.92957017822821,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.01, 'e': 0.07700923000002208}",25,13,21.099214569944365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.01, 'e': 0.07600924000002207}",25,20,10.650849354624235,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.01, 'e': 0.07500925000002207}",20,8,24.16840278015363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.01, 'e': 0.07400926000002206}",20,14,-1.9535652367583314,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
927,False,"{'a': 0.01, 'e': 0.07300927000002205}",30,8,39.49403413010514,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.01, 'e': 0.07200928000002205}",25,13,22.724750297234007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.01, 'e': 0.07100929000002204}",25,16,17.25747114992006,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.01, 'e': 0.07000930000002203}",25,13,20.62638897611234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.01, 'e': 0.06900931000002203}",35,16,34.79588001289639,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.01, 'e': 0.06800932000002202}",20,14,11.401852780925124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.01, 'e': 0.06700933000002202}",25,19,10.796294314739413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.01, 'e': 0.06600934000002201}",20,6,22.665801119373604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.01, 'e': 0.065009350000022}",20,11,5.838951950168317,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
936,False,"{'a': 0.01, 'e': 0.064009360000022}",25,0,26.829332011346594,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
937,False,"{'a': 0.01, 'e': 0.06300937000002199}",35,18,21.225785709008818,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
938,False,"{'a': 0.01, 'e': 0.06200938000002199}",20,16,7.8136790284863595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.01, 'e': 0.06100939000002199}",25,8,30.082255325710495,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.01, 'e': 0.060009400000021994}",30,24,10.66172596619268,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.01, 'e': 0.059009410000021995}",25,10,25.35643239527915,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.01, 'e': 0.058009420000021995}",20,3,26.95717598244724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.01, 'e': 0.057009430000021996}",20,14,9.778995277953177,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.01, 'e': 0.056009440000022}",20,2,-4.30295773536324,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
945,False,"{'a': 0.01, 'e': 0.055009450000022}",20,6,-19.92907365885226,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
946,False,"{'a': 0.01, 'e': 0.054009460000022}",20,13,15.18756299205975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.01, 'e': 0.053009470000022}",20,16,8.63704533417602,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.01, 'e': 0.052009480000022}",25,17,14.63458976027827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.01, 'e': 0.051009490000022}",25,7,29.69753514363397,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.01, 'e': 0.050009500000022}",25,10,27.821300553785,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.01, 'e': 0.049009510000022}",20,5,27.2753388876548,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.01, 'e': 0.048009520000022}",25,12,18.134196629537445,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.01, 'e': 0.047009530000022004}",20,0,-23.067202625399965,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
954,False,"{'a': 0.01, 'e': 0.046009540000022005}",25,3,28.13502455458571,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
955,False,"{'a': 0.01, 'e': 0.045009550000022006}",20,16,8.69494802573615,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.01, 'e': 0.044009560000022006}",30,10,39.79599193604648,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.01, 'e': 0.04300957000002201}",30,12,36.07499118387752,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.01, 'e': 0.04200958000002201}",20,8,17.69615912010393,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.01, 'e': 0.04100959000002201}",20,14,10.477365848152953,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.01, 'e': 0.04000960000002201}",20,13,14.045767739460352,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.01, 'e': 0.03900961000002201}",20,13,10.898658947103122,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.01, 'e': 0.03800962000002201}",35,23,21.035579755672103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.01, 'e': 0.03700963000002201}",25,15,18.260041551755826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.01, 'e': 0.03600964000002201}",25,16,16.236853919648745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.01, 'e': 0.03500965000002201}",30,10,29.047269734639258,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.01, 'e': 0.034009660000022014}",30,21,7.249271692885299,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
967,False,"{'a': 0.01, 'e': 0.033009670000022015}",30,11,34.04350248869352,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.01, 'e': 0.032009680000022016}",20,15,10.35183363189596,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.01, 'e': 0.031009690000022017}",20,16,6.9400585803148225,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.01, 'e': 0.030009700000022017}",25,8,-13.424931231371747,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
971,False,"{'a': 0.01, 'e': 0.029009710000022018}",35,13,45.37270458960816,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.01, 'e': 0.02800972000002202}",25,4,33.56744888212396,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.01, 'e': 0.02700973000002202}",25,20,8.94997224615949,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.01, 'e': 0.02600974000002202}",30,18,23.805557793012007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.01, 'e': 0.02500975000002202}",30,22,11.838111142898784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.01, 'e': 0.024009760000022022}",30,19,19.9021361919422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.01, 'e': 0.023009770000022023}",20,1,33.633131879084175,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.01, 'e': 0.022009780000022024}",20,13,14.380409728826118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.01, 'e': 0.021009790000022024}",25,17,17.101765409007797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.01, 'e': 0.020009800000022025}",20,0,35.150004811911145,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
981,False,"{'a': 0.01, 'e': 0.019009810000022026}",25,10,26.096588027148623,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.01, 'e': 0.018009820000022027}",35,18,26.970377161465528,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.01, 'e': 0.017009830000022028}",20,10,16.270767058985875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.01, 'e': 0.01600984000002203}",20,10,16.94196514682339,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.01, 'e': 0.01500985000002203}",30,8,36.30410797262226,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.01, 'e': 0.01400986000002203}",30,18,20.63539516724108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.01, 'e': 0.01300987000002203}",30,16,22.789803256567627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.01, 'e': 0.012009880000022032}",20,9,15.732306999954494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.01, 'e': 0.011009890000022032}",25,12,21.456944218967465,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.01, 'e': 0.010009900000022033}",30,19,20.664392996906308,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.01, 'e': 0.009009910000022034}",20,12,15.117768632510536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.01, 'e': 0.008009920000022035}",20,16,7.903741896630327,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.01, 'e': 0.007009930000022035}",20,12,16.212946155710608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.01, 'e': 0.0060099400000220345}",25,14,17.164135026973398,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.01, 'e': 0.0050099500000220345}",30,15,23.916641422432726,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.01, 'e': 0.004009960000022034}",20,12,16.67709331925445,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.01, 'e': 0.0030099700000220343}",20,0,32.67948673835648,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
998,False,"{'a': 0.01, 'e': 0.002009980000022034}",25,3,21.862108365855804,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
999,False,"{'a': 0.01, 'e': 0.0010099900000220341}",25,16,19.57347575861741,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.01, 'e': 1.000000002203405e-05}",30,19,18.53418755136631,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 1.000000002203405e-05}",30,13,37.02178426126908,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 1.000000002203405e-05}",20,6,23.36729440087068,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 1.000000002203405e-05}",20,12,15.17986159246751,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 1.000000002203405e-05}",25,15,14.023012084634159,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 1.000000002203405e-05}",20,12,16.33063130784111,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 1.000000002203405e-05}",20,0,33.72841692126865,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 1.000000002203405e-05}",20,4,25.107085487967,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 1.000000002203405e-05}",30,12,28.440680422464016,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 1.000000002203405e-05}",25,16,13.434123023074685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 1.000000002203405e-05}",20,13,13.186949258115025,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
